,sarcasm,sentiment,dialect,cleaned_tweet
9050,False,NEU,egypt,قد اتخطيت قاعد قر تاب هار وتر
9051,False,NEU,msa,مصرالعربية مقال مرو رخ كتب مونتيسوري مصر قراء مقال
9052,False,POS,msa,عام لاد توحيد فخر اسلام عز شموخ دام فراح شعب سعود
9053,False,NEU,msa,أم عام حلف أطلس اتحاد أورب حلف ناتو عزيز تعا تكامل مواجه تحد را
9054,False,NEU,msa,موعد اقلاع ساع قلع حال ساع قلع حال ساع زال حلم قي الخطوطالسعودية رحلةدول
9055,False,NEU,msa,فلسطينالمحتلة قطاعغزةمنسق عمال حكوم احتلال حماس مسؤول صاعد أحداث حدود غز
9056,False,NEG,msa,ريق روم هيقدم شكوى فى اهلى دعوى ان هدف فوز قدم اعب احتياطى يقول ده لوووووووول
9057,False,NEU,msa,نتخاب مرس قطع سب لدى اصدقاء شك ثور نتخب لكن بساط نتخب قاطع ان ان رئيس شرع
9058,False,NEG,msa,هم يش لأ
9059,False,POS,egypt,خير اقتنع مغن أمريك جس يبر ماسمعت غن
9060,True,NEG,egypt,زملكاوى قعد شتمو ميد لعيب مقدر ظرفك ماشى حب قولك عند ريق تانى مم شجع مك متشتمش زمالك
9061,False,NEU,msa,دونالد ترامب صغير
9062,False,POS,msa,مي لك يوم دع حفظ له سوء ياجن حفظ له مي أمه جميع مه مسلم عيدالأم
9063,False,NEU,msa,مواطن منطق ترب عز فيد سامع طائر عمود متوجه لى مدين شكل عتك يل غبراءاليمن صنعاء عد صعد مآرب سعود
9064,False,NEU,msa,خارج أمريك ير رحب إعلان اف أطراف يمن تزامه تجديد
9065,False,POS,msa,راد عرف مسلم ماه إسلام سوف علم ماه قرائ حيت سلام على علم أن كن دي عنف
9066,False,NEU,msa,يف ار حقق ثلاث آخر محاول هناك مبارا نه ثلاث مع زال نسب ثلاث
9067,False,NEG,msa,ان حقيقه مر قتنع ظالم كون عل ظالم عتنق مظلوميه حقيق حد شياط قدر
9068,True,NEG,msa,عبادى سى نه مجرد موظف امريكاحتى اوبام مابيسلمش سيسىفك رد ردغا باختصارياهذا نت مجرد حشر
9069,False,NEU,msa,أشغال انتظار باسيلشهدت قاء رئيس مكلف سعد حرير يت وسط حثا مسار أليف حكوم
9070,False,NEG,msa,له زعل طلع رومير فايت ذات دايم يبقى قلب
9071,False,POS,egypt,سال حال يه لي جراليول حظ بد نا هنساكياما يال سهر ليال شاغل نت هم رض رام عياش افصلواسمع
9072,True,NEG,egypt,ريطانيا سعود خد ال
9073,False,POS,msa,جم رشلون سابق نقذ ميل شبح الاصابةالتفاصيل
9074,False,NEU,msa,عاجل غوغل تح يوت ناس علن شرك غوغل جهاز جديد غوغل هوم عبار جهاز تحكم صوت
9075,False,NEU,msa,ما لم تر راء جبرانتويني بنا
9076,False,NEU,msa,صحيفةالوئام سوس زي ون سرع هاتف ندرويد ولا متحد عاصفةالحزم
9077,False,NEG,egypt,شمس انت طالع جو جميل هوب شتاء مرة حد
9078,False,NEU,egypt,قرير مي قتل جبر وي مينقتلجبران جبرانتويني
9079,False,NEU,gulf,لى مت بي بي ضحول ياعروس مت تفرحيناويابنغازي مت بتضحكيلناوياسرت مت ضم
9080,True,NEG,msa,عسكركاذبون قادم شهد وحد قو ثور قوتنافيوحدتنا ابريل خوا يبرال ساري حازم
9081,False,NEU,egypt,لافروفالهدنة محاول شراء قت إفساح مجال مسلح تزود سلاح تقاط أنفاسه استراح للمسلحينحلبسورياتصريحفيتو
9082,True,NEG,egypt,مثال حارب روسي مريك قت نقال مثل
9083,False,POS,egypt,مشاعر حب حيا شوق هف متصدق من ان مصدقاكاليسا
9084,False,NEU,msa,اصابه حدث رمض عمل شع قال مزق استمر الم ين شهر شفت كسر جبيره قريب سابيع
9085,False,NEU,msa,حرير يستقبل شيخ جوهر يت وسط
9086,False,NEG,msa,مندوب مصرى بدى سف زاء عجزمجلس أمن تخاذ قرار اعل رفع معانا شعب سور قضاءعل ارهاب نتيج
9087,False,NEU,msa,حرير ولم يت وسط شرف مسؤول
9088,True,NEG,msa,عني هالبهايم يعلمون رسول سلام صاحب حب تزوج عرف له لي قدر محيط يئ صحب
9089,False,NEU,msa,ستقبل رئيس ميشال عو يوم أمير خالدالفيصل وفد مرافق جرى خلال لقاء استعراض مجمل تطور سياس
9090,False,NEG,msa,سفر رئيس جمهور رئيس وزراء خارج توقيت استهان شعب مصر
9091,False,POS,msa,ضحك شا صنع ومي دا
9092,False,NEG,egypt,امريكاومحاربةالارهابوعندما اراد اعتقالنوريغارئيس دولةاعتقلة قو وماندوز سط جيش هل حتاج بغداد
9093,False,NEG,msa,مصرى حر فى ماني توج ظهر غد لى زار خارج المان فى رل اعلا معارض مؤتمر انقلاب رعا ملك اردن
9094,False,NEG,levant,علا غوغل دليل حرب مناطق شوارع أحياء بي
9095,False,NEU,msa,نادال مركز درر مركز
9096,False,NEG,egypt,ماعنديش مشكل قبل او رفض قرض سس اقتصاديةلكن نك لو دين عش حلل حرم ده لي ينرفز
9097,False,NEG,msa,مرسى عد رئيس خروج شرع قرار ثور
9098,False,NEU,msa,احول اقو ابالله على عظيم
9099,False,NEU,msa,نجم عالم يونس تألق مظهر امل روبيرت ڤال
9100,False,NEG,egypt,ناس ازم قتنع احقاد مشاكل لي تسبب في ازم اهليه لي حتعان بي مد طوييييل جد بي نغاز
9101,False,NEU,msa,مسابقةمصنعالحميدانسؤال مسابقه عدد وان مكعب ذك سحب يفو توفيق جميع ول رتوي
9102,False,NEU,msa,نورمال كشف خط إير سليم دول عرب هد خامنئ طبق ذهببغدادبوست
9103,False,NEU,msa,متخصص شأن إفريق إسرائيل جار سلاح مستفيد ختلاق نزاع
9104,False,POS,msa,توفيق يافالسعسى منافس بالخسارةفرنسا نتفض ضد يم متطرف
9105,True,NEG,egypt,شا ااايظ يه مار
9106,False,NEU,levant,ناتو صادق قول سبوتن سط قدس
9107,False,NEU,msa,عاجل ريفرمشق الجيشالسوري دخل مدين خانالشيخ خروج خر دفع مسلح
9108,False,NEU,msa,قلق رمض
9109,True,NEG,gulf,من دب جهز مفرقع ماني ستعد لتجهيزالنازحين سوري لف طان عدلحد سولف عروبه لوبابانويلعراقي
9110,False,NEU,msa,خيرا حديث امل برنامج الرسامالشهير ظام يندوز
9111,True,NEU,egypt,تم فك حظر سيد بوكيمونالظاهر ماف مصار
9112,False,NEG,msa,وم كتشف ترك خلف
9113,False,NEU,msa,سعود متل ترسان سائل رد جاست عبر
9114,False,NEU,msa,شيخ عندم شب أبا بدأ موت عندم موت وكشآبيب
9115,True,POS,egypt,سلم اياد جيش لاد شعب لاد تحريرسيناء صهاينه اخو
9116,False,NEG,msa,زم فكر فى مصر أعلى صوت قول شيئ أكثر حكم سمع
9117,False,NEG,levant,عني هس ثور شعبان انت صائل ارهاب قتل ناس قطع رقاب جبه نصر حرار شام
9118,False,POS,msa,له حط قلب عاف
9119,False,NEU,msa,يمن دور تدريب طرائق تدريس كل علوم زراع جامعةإب
9120,False,NEU,msa,رومو حلق ائع ليم حلق أنيميشن رنامج سم مل نتظر حلق ساع خميس
9121,True,NEG,levant,زعلاني تصويت مصر ضد ارهاب عنى بو حارب ارهاب ناء أيد سوري منطق اع
9122,False,NEU,msa,رئيس كونغرس تهم بيت أبيض حما أسد طلب توقف بام معارض فرض عقوب جديد ظام أسد
9123,False,NEU,gulf,ديو هوساو تحدث حد اعب سعود قاء إمار
9124,True,NEG,msa,كر موجود عبار شهير ديكارت كر مشب عبار شهير اي مواط عرب
9125,False,NEU,egypt,له صل يا موضوع ني تحت جوجل تبت بحاث جود عسل نحل طبيع
9126,False,POS,msa,الجيشالسوري وات صمود مام شكال إرهاب ستحق قف جلال هنيئ سوري الشعبالسوري نتصر
9127,False,NEG,msa,لافروفسنضرب ارهاب سوري يريربما ضطر دعم المعارضةلافروفإذا خسر مال قط أن سندمرهاكيري قصد مو
9128,False,NEU,egypt,لام ضي ظام جهاز يندوز قدر شخص تصفح عرب مان عريب جهاز شيء عريب عب شيء
9129,True,NEG,msa,ين خالد زي رئيس لجن اوليمب صراخ هديد شجاع فى زم مرس خاف سلم جبن سيد اخلاق
9130,False,NEU,egypt,يف إيقاف إعلان تطبيق يندوز
9131,True,NEG,egypt,مشكل ميدي هل فن مصر يستعينو خرفان عمال رامج حكوم سايبااااهم مش عارف يه ماش مبدأ أنا عامل نفس نايم أنا عامل نفس نايم
9132,True,NEG,gulf,شوف حق سعود شخص ذاب هذا رد خاص قفط
9133,False,NEG,msa,اقولك جرب مجرب منى تر مابلبس كمامه فتر طويل حديده لى تر ماهى دايس عضم مناخير جنب دأت نحف نا قم سعادتى حب شكر كورون مناخير جديده
9134,False,NEU,msa,لديمحط سليمانالحلبي عود ضخ مياه حلبسوري
9135,False,NEU,msa,نعى حزب مصر عربى اشتراكى الدكتوريحيى جمل ذى فت من يوم سك له سيح جن هم اسر صبر
9136,False,NEG,levant,حمد حلم دد ابوس سرط غز سط
9137,False,NEG,msa,أتى عام لا دي مصر سجل رقم عالمي صل يه اى دول لن نفع مليار خليج ملوث دماء ولاد
9138,False,POS,msa,الاهليضمكدوووريالمحترررفينبورك ملأ حي عمل خير أن در أن قصر ضيع عمل شر
9139,False,NEG,egypt,شبك زف وداف اتصال موبينيل
9140,False,POS,msa,إهداء مى غاليه
9141,False,NEU,msa,انفرادتعرف عروض مهرجانالقاهرةالسينمائى يوم
9142,False,POS,msa,ضام جبه نصر
9143,True,NEG,egypt,ووووو مطعم داعش ثن حنيذ واحد مضب جيش تحالف سفر محل سفر وصيل مم شر شطح
9144,False,NEU,msa,دانيال رادكليف هار وتر لاب
9145,True,NEG,msa,ان عد صهي شيط ذيل ان جيوش مت عل سيل بحر عندم كبر هشامالجخ تأشير
9146,False,POS,egypt,سلم عيو آحلى شير روح شير محمد عراق جريح
9147,False,NEG,msa,خطور صويت أمن شفيق أكد حدوث نه سلاح تم استعمال إعاد أتي نتيج مرجو دون زوير صندوق جب ان تحقق ور
9148,False,NEG,egypt,محاكم مدني عسكري مش مسأل حر ده شيء خص عدال حقوق عدال يتقال على حر
9149,False,NEU,msa,روز وجد معجم كلم يستطيع ان صف
9150,False,NEU,msa,را تلفاز منافس شديد مرشح هيلاريكلنتون دونالدترامب
9151,False,POS,egypt,ناء دون مداد سلاح نحن يوم صنع فرقسوري
9152,False,POS,msa,له بار في حمدلله شد رحال دن لى يفربول انو ثقي خلف عظيم مورينه صيعر صحاف علام
9153,True,NEG,msa,تاريخ حافل رؤساء ستقال انته حي سياس مام سبب اقع ساد احد في مصر دفع مرشح ضد اقع ساد حقق حد
9154,True,NEG,egypt,نا هود موكوس عالحدود هاقول روح جبل داعش ارجعل بقى جا
9155,True,NEG,msa,دجميح جوزيل خور ليس عيب لتقي ير رأس دبلوماس أمريك ناطق مليش رسل موظف قاء رئيس دول هاد
9156,False,NEU,levant,شاء له متخذ امل إجراء صح آخر شي نطر عبار عب كراس
9157,False,NEU,msa,رامك سعود لغت مصر شفهي توقف إمداد مواد بترول
9158,False,NEG,msa,خير حاب نو ان كتر سر هتتشرد يو هتتخرب نن حتمال بير بقي شارع قريب
9159,False,NEG,msa,عدنلنج إغتيال عميد لي ترب محافظ ضالع
9160,True,NEG,msa,غضب علام عار سخر هزيم مصر غا كو رص لميع سي انقلاب رغم ان سخر ضر
9161,False,NEU,msa,قول عرب
9162,False,POS,msa,ثامر سعد عتبر رمز وقف معا قبائل
9163,False,NEU,levant,رفيق سعد مسير مستمر سعدالحريري جبرانتوينيرفيقالحريري
9164,False,NEU,msa,عمل دراس راق حث حول خط صين فى دويل رنمينبى اليوانالصينى تبادل تجارى مصر صين
9165,False,NEG,egypt,ابر بعض ارجن حاج ماس لى رجل دو تائج ئه جد ارجن ميس اشيء
9166,False,POS,egypt,ماذالوالمدارسمختلطه قى شباب مو مقصر مع حاج اجبا امل مدلعين آخر حاج
9167,False,NEU,msa,رب رجعى علق ريالمدريد
9168,False,NEU,msa,عزامالأحمد ؤكد هم دور قطر المصالحةالفلسطينية سط حماس تح
9169,False,NEU,msa,عني اي شخص طلب اوبريركب متطمن ان معلوم سيار قدر شوف كذلك سم السائقاوبركريم
9170,False,NEU,msa,سقط حلب ضج قط جلب شرق عادل مناطق حلب
9171,False,POS,msa,يرفكت تقريباسريع رام بار شاش بير يندوز موصف زي مثل شاش مس منافذ ازم حط حسبتن
9172,True,NEG,msa,ناس موت وك ال بنزين بي طفي حريق ناس موت ناس ها حلوى رب يحفظل ها أمها
9173,False,NEU,msa,رئيس يمن وج قياد جيش تصد خروق انقلابي يمن
9174,False,NEU,msa,خطوب مغن أميرك ريك مار عل يت زواج شريك فن مولود سوري وسف مثلييالجنس
9175,False,NEG,msa,دعا تجار رفع كتاب مضم تاف او مفيد سلسل هار وتر وغيرهافبعض ناس بحث جعل فكر
9176,False,NEU,egypt,مافيش مقارن سعر معلوما نسخ هلال محذوف جزاء رج إن تأكد دهطبع سعار هلال رخص أن دار حكوم
9177,False,POS,msa,فهههههههههدغشششششششاااااامالببببصمممممانالمتعالي
9178,False,POS,msa,مال عرف بعضتنتج سعود رغيف خبز ومي عبر را متنقل أشقاء سوري نازح
9179,False,NEU,msa,يان حول جتماع زراء خارج دول أعضاء حلف ناتو
9180,False,NEU,msa,خبار رشلون يوم يك ثير جدل مجدد سبب قميص كتلون
9181,False,NEU,egypt,غوغل عرض صور درج ستر نجا يسفوس
9182,False,POS,msa,شموخ عنو ساد
9183,True,NEG,egypt,جزير حاج جنب قن شملول ون تى فى لى تتوقع كوارث حدوث سبق موقع حدث
9184,False,POS,msa,ستلذ أحلام ستطعم حب حضور مقتبس صميم ميس
9185,False,NEU,egypt,سؤال منبهر لي بهر كتر نظر بت سؤال صحف شيموز ده سم لي تبا حساب سب
9186,False,POS,egypt,شف سلسل افلام هارى وتر كل وم هشوف تانى انهارداعااااااااش
9187,False,POS,gulf,شغل لي صار مع مفكر سوء اشياء لي صار حي رح كتشف نها نه انت نجا شغل كتر سوء انت رح تصيرل اختيار رب عطول مبهر ال
9188,False,POS,msa,ساكور حل
9189,False,NEU,gulf,ياسيد مستر غوغل ترجم شيء دق
9190,True,NEU,gulf,ميس قاعد تابع حين قليل حترمو شي عاه
9191,True,NEG,egypt,بتكرهنفسكلماريال مدريد تغلب
9192,False,NEG,msa,حذر سر نفس أن مؤلم له سأل وم كي عن قلب جع روح نت سبب قد ما إطمئنان حذر شتكي له
9193,False,NEU,msa,يكيليكس لينتون اعترف رسمي دعم قطر سعود داعش
9194,False,NEU,msa,لهم اتؤاخذ إخوا شام عراق ذنوب ستبقىحلب
9195,False,NEU,msa,نجم إيادنصار يومللست لم مصر نافس جائز
9196,False,NEG,msa,يمن مليش سعى طمس معالم ثور أماكن عام
9197,False,NEU,egypt,له ولو سكر هو نا مكلما رقم رض نا حاجز رقم
9198,False,NEU,msa,صباحالخيرياعرب سج روسي سيبيري ثمانين او قبل انوا شغل مساج اعمال دوله دوستيوفيسكي ذكر منزل امو
9199,False,NEU,msa,متابع انستقرام ايك مشاهد متابع انستقرام خليج حقيق
9200,False,POS,msa,ماليش لا عين مبحكيش لا
9201,False,NEU,msa,نطلاق عب سوبر ماري رن فر فر سوبر ماري متوفر ايفو اس سارع فاذ كم
9202,False,NEU,msa,مرصد معارض الجيشالسوري تقدم قسم جنوب حياء حلب شرق سيطر منطق معصران على أطراف شرق حي اب نيرب
9203,True,NEG,gulf,سرع رد جاوب دعم ني لميكروسوفت السعوديةاخاف جي ههههههه ذكرو له ياجماع
9204,True,NEU,gulf,عمر وات قول كر يفو دايم علق احبهحبيبي نا وم نت عمر مي اشتر مسطر لي مو جوم سر شرب مويه
9205,False,NEG,levant,لا يضهر مع صل شباب ربع مات حرب ربع حتياط ربع شاكل ريك مار هالربع بقي تركول يا
9206,False,NEU,msa,حماس طلق على انطلاق إل عنوانقدسناعهدووعدفي ذكر مولد بي محمدصلياللهعليهوسلم
9207,False,NEU,msa,مجتمع دول دي هجوم إرهاب ستهدف مجند عد مركز ملك سلم تكفل علاج جرحى
9208,False,NEU,egypt,جوجل نشر قائم جهز يكسس حصل حديث ندرويد
9209,False,NEU,msa,رود است طوير ذات رسل شترا تس اب ماذالوالمدارسمختلطهعشرهفايزينمعالكابتناعترفاني
9210,True,NEU,egypt,تصال هاتف ترامب دعو عباد زيار واشنطنروجدار حمدسم لا حبيب لا
9211,False,NEU,gulf,طال غياب عن يه معقول نسي يه
9212,False,NEU,msa,كلاب فياء رجاء عدم إهان
9213,True,NEG,gulf,لي قلد جس يبر معليش عني ركز ان جه شهب شنب مصلوخ حاول قلد شقر عيون زرق
9214,False,POS,egypt,ههههه كو قاعد تذاكر حشيش فى نه يتشرب فى رح عند فى شارع قدر
9215,False,NEU,msa,فيديو ميريام رس نشر صور بن داخل منزل مر أولى
9216,False,NEU,msa,حزب جمهور تخلى تدريجي دونالد ترامب ضيح اخير آخرهم ماك حال انتخاب امريك مسبوق
9217,True,NEG,msa,محيسن خطب جمهور حمير حول هلل كبر مهدد تحرير نيويور مك له اشنطن
9218,False,NEG,msa,إخوا يمن مر مجاع شديد حتاج من إغاث تخذلوهمقيمة
9219,True,NEG,egypt,مرس مش هنام كتر ربع ساع يوم مت دقيق مان زياد هد على دماغ
9220,True,NEG,msa,الشبابالاهلي تحكيم عبث دور سعود لن ايرلس وقت ضايع سجل اهل
9221,False,NEG,egypt,إح مايفرقش مع موافق لأ إح عايز حن
9222,False,POS,msa,قب رنس اسبوع ذهب لي محمد سري سلام
9223,False,NEU,egypt,ياعم صحف مدريد هتشيل ارض شيل
9224,False,POS,msa,أمانيالعجلانعارعلىالسعودياتالمذيعالسعودية افق سقاط ولا مؤتمر امم متحد هيلوعط يفو دل سام
9225,True,NEG,egypt,هههههههههههههه نا انش قصد له اشا نا قلتش حد دي صو نا قل نا سيس رئيس مصر موس مصطف موس لي جاب داب
9226,False,NEU,msa,استئناف عمل إجلاء عالق حلب شرق
9227,True,NEG,msa,مثل مثل قال إستوقد نار لما ستجوب قال قال نبأ عديم مصادر
9228,False,POS,egypt,مصدق جوجل نسب ربح بير ان حبي فيد كتبو جوجل رب
9229,False,NEG,msa,ديو خالد معجل كر سعود ارث حقيق هذا سبب
9230,False,POS,msa,ناطري مل سلام يج غسل قلوب جعل نق طاهر محب
9231,False,NEG,egypt,عن دفاع جو ان دايم رئيس ارك مشا او مدفع له رحم بو غزال عبقر مدفع قرن عشر
9232,False,NEG,msa,لد صوير جو وكال رابتل روس ظهر جانب دمار هائل حي بستانالقصر حلب شرق سوري
9233,False,NEU,msa,محمديسرىسلامة صاحب رسال افح جل طيل حي ذلك حتى مو مثاب رسال
9234,False,NEU,msa,عاجل حرير تقى جنبلاط يت وسط
9235,False,NEU,msa,خطى فو هواتف ندرويد خلو منفذ سماع رأس
9236,True,NEG,msa,ذنب شعوب عربيه عيش حكم عسكر مجرم نهم قول له لا له محمد رسول له جد دول عالم عيش شقاء شعوب مسلمه حكام دكتاتور ظالمه
9237,False,NEU,levant,ذكرى غتيال صحاف جبرانتويني أول مينقتلجبران
9238,False,NEU,msa,انفاق معسكر عداد ملابس تيب مشارك عاب فرانكف قبل ساع سفر غى طاهر بو زيد
9239,False,NEU,msa,دكتور شار جعفر ضباط استخبار جانب موجود جانب تنظيم إرهاب أحياء شرق مدين حلب حاول خروج مواقع
9240,False,NEG,msa,حلبتبادبصمتعربيمصدر معلوم إعلام غرب اشتراك أمريك لال عبدالكريم إعلام جبهةالنصرة
9241,False,NEU,msa,موفد تيك يت وسطاقام رئيس مكلف سعد حرير ظهر يوم يت وسط مأدب غداء تكريم شرف
9242,False,POS,msa,منذدعوت رب بعد عن شر ختفى شخاص ثيرون حيا
9243,False,NEU,msa,الجيشالتركي شار مناور تدريب قاعد تدريب تابع حلف ناتو عاصم جورج تبليس مشارك
9244,True,NEG,egypt,بلاو لي داخليه هتعمل ده في هتبقى إسم مكافحةالارهاب هنرجع تا غني فق فق قضيه تاعت التراس النظامهوهو
9245,False,NEG,msa,سيار صار طلع صو غريب مش حفر او مطب شكر شوارع خطير
9246,False,NEU,msa,اليمنيةإشتباكات عنيف قو الجيشالوطني مليش حوث غرب عز
9247,False,NEG,msa,حلب دمر طائر أسد روسياأجزاء دمار حي مشهد حلب
9248,False,NEG,msa,سؤال نقاش تزوج رجل زوج أولى
9249,False,NEG,gulf,من ناس روسي عند مصالح ول واخيراقبل مصالح يه لد تا
9250,False,POS,msa,مئو ثوره عربيه حتفال جامعه هاشميه عبر
9251,False,POS,egypt,نا شوف خل ظام مل رواتب مفتوح عاد عني جي تاجر شتري جرا موب شرط ريق قو معروف
9252,False,NEU,msa,رنس دعو ضما نفيذ قرار أمم متحد شأن سوري
9253,True,NEU,egypt,نا ميس جال حلم قالل حق شهر كريم نا مش عاوز عب برس نا عاوز روح زمالك ضاضاستايل
9254,False,POS,msa,عبد منعم فتوح يشرفنى سعد عيد ثور بعث تحياتى تهنئتى سر شهداء هؤلاء
9255,False,NEU,msa,تو شاهدعاجللحماية آثارن مصر وقع اتفاق الولاياتالمتحدةشاهد تفاصيل
9256,False,NEG,msa,خير يه تايم ظهريه ايخ خر غريد نص ساع
9257,False,NEU,msa,تغطيةخاصة رئيس تحاد إعلامي يمني عبدالل صبريالتحرك أخير إدار بام عبر ير أتي إعل
9258,False,NEU,msa,حرس ثور إيران قتل ضباط تعذيب رفض قتال سوري هديد سر قتل لتزم صمتتمرد
9259,True,NEG,egypt,فيبلادييوجدناس غلاب تصدق حمد موس ميس جوز اقرع ناس تصدق ان سيس طل ان اوبام يخاف ان اسرائيل تت
9260,True,NEG,msa,قردوغ حليف اسرائيل دعم نظيم داعش سوري مع غضب هدد فعل مصر واج إرهاب شكل عام
9261,False,NEU,egypt,نت شف مسود ويه ريك مار
9262,False,NEG,msa,حيا حد عش مع نت فقد حياه
9263,False,NEU,msa,صحيفةاشراقلايفميشال عو ؤكد حرص بنا عزيز علاق لبنان سعود
9264,False,POS,egypt,مرعب مدمر محمدصلاح العبياصلاح
9265,False,NEU,msa,بل را شق كويت مشمول قانون اع يت محل
9266,False,NEU,msa,عيد عرقل روسي صين قرار مجلس امن وقف قصف حلب جنيف تستضيف جتماع روسي مريكي تائب
9267,False,NEG,egypt,فيديو عكاش له هيفاءوهبي مش طر لى تجوز بقى خد خازوق بوابةالقاهرة مصر توفيقعكاشة
9268,False,NEU,msa,رئيس ميشال عو رئيس سور شار أسد خسر حرب حولت سور بي ثان
9269,False,NEU,msa,الشهرةالإلكترونية الأممالمتحدة طالب تأم صول مساعد حلب
9270,True,NEU,egypt,ري بام عمل ام مليار رئاس أمريكا
9271,False,NEU,msa,احتلال سلم اخطار إخلاء مشاحر فحم عبد
9272,True,NEG,egypt,متخلف جهل ملهمش علاق دين اسلام رياءمن فعل دول وسخ يهود
9273,False,NEU,levant,شار وم ضام جل سط ريطانيا
9274,True,NEG,msa,هاذ حمير حبوش تحولو سمك فضل انسحاب سؤال جاوب غوغل
9275,False,NEU,msa,التغطيةمستمرة إعلام حرب مركز عاجلالجيشالسوري سيطر شكل امل سكن شباب محاذ بحوث علم
9276,False,NEU,msa,دعو شباب مؤمن مبادئ وسط راغب مشاركه فعاله تواصل مع استكمال استمار مرفقه
9277,False,POS,msa,قول شقرد شف إمارات قول سام جابر البترولفقلتصدق رب كعب عمل هلال سود سواد بترول
9278,True,NEG,egypt,بك نت سيس راعب انتخبواالبرص
9279,False,NEU,egypt,ده سه صغير
9280,True,NEG,egypt,اين نك عبيد انتقال صو علو صو شعب فا منبطح ني قول يش فكير نت
9281,False,NEG,egypt,شارك معانافى هاشتاج ده محبيحازمعبدالعظيمضدالخونه عايزي تريند ريتوي جيشتويتر سأنتخبالسيسي باسمطلعحرامى
9282,False,NEU,msa,دونالد ترامب جتاح لينتون فوق على شف ضائح عل أييد جيش سور مكافح ارهابي
9283,False,NEU,levant,من زل لعب شرا لعبةمتوفرة
9284,False,NEU,msa,شار ربح مع يفو شروط رتوي متابع حساب مقدم هد مشارك كلم تم منشن صديقال
9285,True,NEG,levant,حوار طرش
9286,False,NEG,msa,قلب نزف دم قول تألم شي يستخق ألم ماذا وطن منتهك ستحق تألم جل طن سوا اتركونى لمي رجاء
9287,True,NEG,egypt,احمدشفيق ضعف ان واج سيس نه عجز دفاع نفس صو مانع استبدال سيس لن صعب سحق يض
9288,False,POS,msa,نا جميل محبوب عادلامام
9289,False,NEU,msa,دقيق شح هاتف غوغل جديد مميز خرى تكنولوجيا خبار معلوم
9290,False,POS,msa,فتخر يك سي ور عين فتخر يك يااا رئيس غال
9291,False,POS,egypt,عارف اغنيه دي تاعت جس يبر
9292,False,NEG,msa,قناةالمنار قو حزب له نفذ إعدام حق عدد مدن سوري نازح حلبالشرقية سوري
9293,False,NEG,egypt,را جو مفيش حاج خير
9294,False,NEU,msa,خبر نغاز غار جو طائر جنب دون طيار عمار صين محور غرب قليل
9295,False,NEU,egypt,شاهد طفل سور مغطا دماء تصرخ حثا ده قصف منزل مصر
9296,True,NEG,msa,اخو اعو ميد يام محمدمحمود مجلسالوزراء حن نا صحاب مبداء قض طيب عامل يه دلوقتى هما
9297,True,NEG,egypt,فعل مصر عيش هبل استفتاء عرفت بشر لى ان رث له ارض على انتخبونى عاف شعار مرحل ده مستخبيل ين يامصر لهم رفع مق غضب عن رحم رحم راحم
9298,False,NEU,egypt,عايز عمل رق مواجه حوادث تحرش إنتهاك جسد تحرير ساعد ناس محترم دي سمح ضباع مزايد
9299,False,POS,egypt,اوعىتنسى نو حس هدف عام كل صدق تم سجيل دور اردن
9300,False,NEG,msa,في حابب كو بطل فى حاج فى حبيب او ولاد نم مر هو لى مك بد
9301,False,POS,msa,فهههههههههدغشششششششاااااامالببببصمممممانالرافع
9302,False,NEU,msa,سلسل قاء حرير يتالوسط
9303,False,NEG,msa,وضع إستكن ⁹
9304,False,POS,egypt,تح قدير إعزاز ذلك عبقر خترع جبن روم فكر جت دماغ إز
9305,False,NEU,egypt,داعش جان نص عراق حليم إشار فهم
9306,False,NEU,msa,ارا بام لتقي يوناردو دي ابريو شهر قادم
9307,False,POS,msa,عاجل جزير مير كويت شكر صاحب سمو مير بلاد مفدى عاهل سعود جهود توصل اتفاق هائي ضم حد موقف خليج
9308,False,NEG,msa,نا ديمستوراصرنا لافروفاللهم كفينا شئ
9309,False,NEG,egypt,لا سي لا طيخ طريق صواب ؤدي لي نصر مؤزر
9310,False,NEU,msa,ايدن ؤكد دعم اشنطن بغداد شيد تقدم كبير موصل
9311,False,NEU,msa,ذكر سم صف خا نبي قرآن كريم مم رسال اسمبمنشن مختلف آيفو بالقرعةريتويت فض
9312,False,NEU,msa,نوم جافي فكار تخيل هار وتر تقبع دماغ
9313,False,NEU,msa,عرب قطر خطاب وداع قل ارا بام
9314,False,NEU,msa,حرير ولم يت وسط شرف مسؤول فاتيكان شؤ الثقافيةاقام رئيس مكلف سعد حرير
9315,True,NEG,egypt,السيسىهايصالح حمد عز زين هاياخد عيال ربي علش تفرغ خلف عيال تان الجيشقتلرضا حاميهاحراميها الداخليةبلطجية مشير
9316,False,NEU,msa,امريك شركائ ناتو حاول خروج مأزق هزيم صراعالغاز روسي لجوء طاق رياح طاق ال
9317,True,NEG,msa,رك مهم يقول دلوق انقلاب محمد دحل عني حالل ريء ردو داااب
9318,False,NEG,egypt,مشكل ارجن نه ختار مدرب مش حالكالفريق تأثر غياب ميس ان فريق صل دون مدرب
9319,False,NEU,msa,سرق سب مليار مشاهد تر عل يس
9320,True,NEG,egypt,حيدر عباد حذف منشور نتقاد ردوغ فيس وك ربم قليل حذف ويتر تابع لعب
9321,False,POS,egypt,ريييككككي مار قا
9322,True,NEG,egypt,دول متخلف قتل آلاف حرق جثث لقى زبال قام احتفال سنو سباب سياس
